PC1,PC2,PC3,PC4,song,genre,filename
-0.17970464483761908,-0.11313027078321336,-0.2391504048409446,-0.0706392714874661,Summer in the City,jazz,Summer in the City
-0.21975965025910837,-0.010101336641562904,0.022955754720732763,-0.07155757533119542,Summer Nights,soul,Summer Nights
-0.1555638331057323,0.12597936400079063,-0.021734887004883456,-0.02673978914795199,Tadow,soul,Tadow
-0.16516152364707218,-0.058981572925716486,0.2195109920499359,-0.042758528305526323,The Agency Group,indie,The Agency Group
0.23940296815863032,0.07772247278996901,0.037392454558001394,-0.04661988680313519,The Chain,rock,The Chain
-0.1458594945069598,0.1953118677538114,-0.17454924769062136,-0.061188010348444836,The First Time Ever I Saw Your Face,soul,The First Time Ever I Saw Your Face
0.0776019807829963,0.009284450289587404,0.10087116164077417,-0.04416003399301583,The Line,rock,The Line
-0.3041249948024616,-0.11019312821847636,0.09454371821570118,-0.0941801354449112,The Word 2,pop,The Word 2
-0.04895402504053809,-0.3411551709345451,-0.13094599319505612,-0.14719453877260907,Them Changes,funk,Them Changes
-0.13708587553573304,0.07360045256180633,-0.1716866686570706,0.035070335429236266,Valentina,R&B,Valentina
0.42239746791988686,-0.04734451954026114,-0.08539935468010565,-0.0075228909826815455,Wake Up,hip hop,Wake Up
0.09301133189489261,0.1427105834582975,0.060456769781583757,0.10259465479984918,What You Won't Do for Love,soul,What You Won't Do for Love
0.29307811485752433,0.0003485650938624317,-0.0915204397687041,0.02283264036547828,Where's Your Head At,electronic,Where's Your Head At
-0.2077207807579994,0.12920561690415153,0.06309471388705902,-0.1634233574312306,You Don't Know What's Going On,folk rock,You Don't Know What's Going On
